Supersection,Assessment.Area,Associated.Species,Site.Class,Board.Feet,Basal.Area.(Square.Feet.per.Acre),Common.Practice.-.Above.Ground.Carbon.Mean.(Metric.Tonnes.CO2-equivalent),Species.Diversity.Index,Fire.Risk.Rating,Rotation.Length,Value.of.Harvest
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Lowland Hardwood,"Bald cypress, water tupelo, elm, ash, cottonwood, hard maple, basswood, oak, gum, cypress,  red maple, river birch, sycamore, sugar maple, beech, sugarberry, hackberry, elm, green ash, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo,  sweetgum, nuttail oak, willow oak, pecan, American elm, willow",All,7020.6201171875,96.1600036621094,89.99274580449368,0.65,0.04,Long,Medium
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, post oak, blackjack oak, scarlet oak, white oak, red oak, black locust",High,6686.06005859375,94.6999969482422,96.58488753483113,0.7,0.04,Long,Medium
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, post oak, blackjack oak, scarlet oak, white oak, red oak, black locust",Low,5182.68017578125,94.5100021362305,91.42436754067519,0.7,0.04,Long,Medium
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Upland Hardwood,"Black locust, eastern hemlock, eastern whitepine, sassafras, persimmon, sweetgum, yellow poplar, white oak, northern red oak",High,4493.2900390625,74.6399993896484,61.127148572883435,0.65,0.04,Long,Low
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Upland Hardwood,"Black locust, eastern hemlock, eastern whitepine, sassafras, persimmon, sweetgum, yellow poplar, white oak, northern red oak",Low,2829.1298828125,65.5500030517578,50.20682816838974,0.65,0.04,Long,Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Cypress & Swamp Hardwood,"Bald cypress, water tupelo, overcup oak, water hickory, sweetbay, swamp tupelo, red maple",High,7919.06982421875,120.540000915527,105.97369660838973,0.7,0.04,Long,Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Cypress & Swamp Hardwood,"Bald cypress, water tupelo, overcup oak, water hickory, sweetbay, swamp tupelo, red maple",Low,5326.7998046875,108.440002441406,86.4636140355063,0.7,0.04,Long,Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Loblolly-Shortleaf-Oak,"Eastern red cedar, eastern white pine, northern red oak, white ash, loblolly pine, longleaf pine, oak, pine, pitch pine, shortleaf pine, Table Mountain pine, Virginia pine, southern red oak, white pine, red pine, jack pine",High,5396.669921875,99.4100036621094,69.71691074127283,0.7,0.04,Short,Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Loblolly-Shortleaf-Oak,"Eastern red cedar, eastern white pine, northern red oak, white ash, loblolly pine, longleaf pine, oak, pine, pitch pine, shortleaf pine, Table Mountain pine, Virginia pine, southern red oak, white pine, red pine, jack pine",Low,2799.56005859375,83.2600021362305,49.87389037033743,0.7,0.04,Short,Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, post oak, blackjack oak, scarlet oak, white oak, red oak, hickory",Low,6349.740234375,101.650001525879,100.0141360593248,0.65,0.04,Long,Medium
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, post oak, blackjack oak, scarlet oak, white oak, red oak, hickory",High,7357.39013671875,99.6699981689453,101.31258648644172,0.65,0.04,Long,Medium
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Riverine Hardwood,"Elm, ash, cottonwood, oak, gum, cypress, red maple, river birch, sycamore, swamp chestnut oak, cherrybark oak, sweetgum, nuttail oak, willow oak, willow",High,9064.1298828125,103.430000305176,105.20794411805198,0.6,0.04,Long,Very Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Riverine Hardwood,"Elm, ash, cottonwood, oak, gum, cypress, red maple, river birch, sycamore, swamp chestnut oak, cherrybark oak, sweetgum, nuttail oak, willow oak, willow",Low,6175.97021484375,94.6999969482422,82.6348452335583,0.6,0.04,Long,Very Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Upland Hardwood,"Aspen, black locust, black walnut, eastern hemlock, eastern white pine, eastern hemlock, red maple, oak, sassafras, persimmon, sugarberry,  hackberry, elm, green ash, sweetgum, yellow poplar, sycamore, pecan, American elm, white oak, northern red oak",High,5626.33984375,87.3199996948242,73.47909071355828,0.6,0.04,Long,Low
SE Middle Mixed Forest Piedmont,SE Middle Mixed Forest Piedmont Upland Hardwood,"Aspen, black locust, black walnut, eastern hemlock, eastern white pine, eastern hemlock, red maple, oak, sassafras, persimmon, sugarberry,  hackberry, elm, green ash, sweetgum, yellow poplar, sycamore, pecan, American elm, white oak, northern red oak",Low,4166.8798828125,78.1100006103516,62.45889341483112,0.6,0.04,Long,Low
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Cypress & Swamp Hardwood,"Bald cypress, water tupelo, overcup oak, water hickory, red maple, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, sweetgum, nuttail oak, willow oak",High,8124.10986328125,98.4899978637695,92.65623548838974,0.7,0.04,Long,Medium
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Cypress & Swamp Hardwood,"Bald cypress, water tupelo, overcup oak, water hickory, red maple, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, sweetgum, nuttail oak, willow oak",Low,6097.2998046875,86.6699981689453,75.94282025872717,0.7,0.04,Long,Medium
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Loblolly-Shortleaf,"Loblolly pine, longleaf pine, shortleaf pine, slash pine",High,8018.02978515625,96.3899993896484,74.64436983161025,0.85,0.04,Short,Low
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Loblolly-Shortleaf,"Loblolly pine, longleaf pine, shortleaf pine, slash pine",Low,4893.77978515625,80.4499969482422,52.50409198966257,0.85,0.04,Short,Low
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, white oak, red oak",High,4529.27978515625,66.4599990844727,61.29361429677913,0.7,0.04,Long,Medium
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, white oak, red oak",Low,4528.7001953125,72.2300033569336,65.75496428,0.7,0.04,Long,Medium
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Oak-Pine,"Bur oak, eastern red cedar, loblolly pine, longleaf pine, oak, post oak, black jack oak, shortleaf pine, slash pine, southern scrub oak",High,5674.18994140625,77.4599990844727,63.89052150127282,0.65,0.04,Short,Medium
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Oak-Pine,"Bur oak, eastern red cedar, loblolly pine, longleaf pine, oak, post oak, black jack oak, shortleaf pine, slash pine, southern scrub oak",Low,3591.69995117188,75.879997253418,54.40182918322086,0.65,0.04,Short,Medium
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Riverine Hardwood,"Cottonwood, oak, gum, cypress, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, elm, green ash, pecan, willow",High,4170.1298828125,73.4499969482422,54.86793829033743,0.6,0.04,Long,Low
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Riverine Hardwood,"Cottonwood, oak, gum, cypress, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, elm, green ash, pecan, willow",Low,2366.19995117188,70.0999984741211,47.310280755805294,0.6,0.04,Long,Low
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Upland Hardwood,"Black locust, red maple, oak, sassafras, persimmon, sweetgum, yellow poplar, white oak, northern red oak",Low,2477.14990234375,55.9300003051758,40.78472468,0.65,0.04,Long,Low
SE Middle Mixed Forest Western Mid Coastal Plains,SE Middle Mixed Forest Western Mid Coastal Plains Upland Hardwood,"Black locust, red maple, oak, sassafras, persimmon, sweetgum, yellow poplar, white oak, northern red oak",High,2931.52001953125,56.5200004577637,44.31385327385727,0.65,0.04,Long,Low
Sierra Nevada,Sierra High Elevation Conifer,"Aspen, fir, spruce, mountain hemlock, foxtail pine, bristelcone pine, limber pine, lodgepole pine, red fir, western white  pine, white fir, whitebark pine",All,17411.109375,158.229995727539,124.45167772254564,0.6,0.04,Extremely Long,Very Low
Sierra Nevada,Sierra Mixed Conifer,"California mixed conifer, Douglas fir, giant sequoia, Jeffrey pine, Pacific madrone, red alder, tanoak",High,22651.150390625,156.210006713867,146.09255204254566,0.7,0.04,Long,Low
Sierra Nevada,Sierra Mixed Conifer,"California mixed conifer, Douglas fir, giant sequoia, Jeffrey pine, Pacific madrone, red alder, tanoak",Low,15106.650390625,129.100006103516,104.54206852194801,0.7,0.04,Long,Low
Sierra Nevada,Sierra Mixed Oak Woodland,"Bigleaf maple, blue oak, California black oak, California laurel, California live oak, cottonwood, willow, gray pine,  knobcone pine, western oak",All,4600.58984375,90.5800018310547,77.30785951550631,0.65,0.04,Long,Very Low
Sierra Nevada,Sierra Pinyon / Juniper Woodland,"Cercocarpus (mountain brush), juniper, pinyon",All,234.36000061035199,64.629997253418,11.253255027415626,0.65,0.04,Long,Very Low
Sierra Nevada,Sierra Pinyon / Juniper Woodland,"Cercocarpus (mountain brush), juniper, pinyon",All,2889.1298828125,89.4100036621094,35.724087930337426,0.75,0.04,Long,Very Low
Sierra Nevada Foothills,Sierra Foothill Mixed Oak Woodland,"Blue oak, California black oak, California laurel, California mixed conifer, cercocarpus (mountain brush), cottonwood, willow, gray pine, juniper, pinyon, ponderosa pine, western oak",All,1375.77001953125,40.2900009155273,32.79424927805207,0.65,0.04,Long,Very Low
Snake River Basin,Snake River Basin Mixed Woodland,"Aspen, cercocarpus (mountain brush) Douglas fir, Engelmann spruce, subalpine fir, intermountain maple, juniper, lodgepole pine, pinyon, western juniper, cottonwood",All,454.32000732421898,57.5800018310547,14.049920783071364,0.65,0.04,Extremely Long,Low
Southern Allegheny Plateau,Southern Allegheny Plateau Lowland Hardwoods,"Black ash , American elm, red maple, cottonwood, willow, overcup oak, water hickory, red maple, river birch, sycamore, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, red maple, pecan, American elm",All,4244.9599609375,76.4700012207031,59.62893165677913,0.6,0.04,Long,Very Low
Southern Allegheny Plateau,Southern Allegheny Plateau Mixed Pine-Hardwoods,"Eastern red cedar, eastern white pine, eastern hemlock, northern red oak, white ash, jack pine, loblolly pine, pine, pitch pine, shortleaf pine, oak, Virgina pine, southern red oak",All,4488.6298828125,99.2399978637695,73.81202851161025,0.65,0.04,Short,Low
Southern Allegheny Plateau,Southern Allegheny Plateau Northern Conifer,"Blue spruce, eastern hemlock, eastern white pine, introduced larch, Norway spruce, red pine, scotch pine, white spruce",All,5044.85009765625,88.8399963378906,58.496946953558286,0.75,0.04,Long,Very Low
Southern Allegheny Plateau,Southern Allegheny Plateau Oak-Hickory,"Black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, white oak, hickory",Low,5304.2001953125,95.4599990844727,91.72401092389572,0.7,0.04,Long,Medium
Southern Allegheny Plateau,Southern Allegheny Plateau Oak-Hickory,"Black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, white oak, hickory",High,6277.7900390625,103.209999084473,103.64313837228546,0.7,0.04,Long,Medium
Southern Allegheny Plateau,Southern Allegheny Plateau Upland Hardwoods,"Aspen, black cherry, black locust, cherry, white ash, yellow poplar, elm, ash, hard maple, basswood, maple, beech, birch, red maple, sassafras, persimmon, silver maple, American elm, sugar maple, yellow birch, sweetgum, white oak, northern red oak",High,5698.240234375,95.4100036621094,84.83222581033742,0.65,0.04,Long,Medium
Southern Allegheny Plateau,Southern Allegheny Plateau Upland Hardwoods,"Aspen, black cherry, black locust, cherry, white ash, yellow poplar, elm, ash, hard maple, basswood, maple, beech, birch, red maple, sassafras, persimmon, silver maple, American elm, sugar maple, yellow birch, sweetgum, white oak, northern red oak",Low,4177.259765625,79.9599990844727,68.18539941033744,0.65,0.04,Long,Medium
Southern California Coast,Southern California Coast Oak Woodlands,"California laurel, coast live oak, cottonwood, eucalyptus, western oak group",All,949.02001953125,61.1800003051758,70.78230661483113,0.7,0.04,Long,Very Low
Southern California Mountains,Southern California Mixed Conifer,"California mixed conifer, cercocarpus (mountain brush), juniper, limber pine, lodgepole pine, pinyon, ponderosa pine, red alder, western juniper, white fir",All,0,32.3899993896484,3.595714645280843,0.7,0.04,Long,Low
Southern California Mountains,Southern California Oak Woodlands,"Blue oak, California black oak, coast live oak, evergreen oak, Oregon ash",All,2852.65991210938,63.8699989318848,66.32095663161026,0.6,0.04,Long,Very Low
Southern Cascades,Southern Cascade High Elevation Conifer,"Foxtail pine, bristlecone pine, lodgepole pine, pinyon, juniper, red fir, subalpine fir, western juniper, western white pine, white fir ",All,9515.7802734375,89.629997253418,72.01416821228545,0.65,0.04,Long,Low
Southern Cascades,Southern Cascade Mixed Conifer,"Aspen, California laurel, California mixed conifer, Douglas fir, fir, spruce, mountain hemlock, giant chinkapin, grand fir, incense cedar, knobcone pine, mountain hemlock, Pacific madrone, ponderosa pine, Port Orford cedar, red alder, sugar pine, tanoak, western red cedar",Low,9514.3896484375,109.559997558594,86.43031962067519,0.65,0.04,Long,Low
Southern Cascades,Southern Cascade Mixed Conifer,"Aspen, California laurel, California mixed conifer, Douglas fir, fir, spruce, mountain hemlock, giant chinkapin, grand fir, incense cedar, knobcone pine, mountain hemlock, Pacific madrone, ponderosa pine, Port Orford cedar, red alder, sugar pine, tanoak, western red cedar",High,15526.3701171875,134.470001220703,128.38032976898737,0.65,0.04,Long,Low
Southern Cascades,Southern Cascade Mixed Oak Woodland,"Bigleaf maple, blue oak, California black oak, cercocarpus (mountain brush),  cottonwood, willow, gray pine, Oregon ash, Oregon white oak, western oak",Low,2247.82006835938,64.620002746582,48.57543994322086,0.65,0.04,Long,very low
Southern Cascades,Southern Cascade Mixed Oak Woodland,"Bigleaf maple, blue oak, California black oak, cercocarpus (mountain brush),  cottonwood, willow, gray pine, Oregon ash, Oregon white oak, western oak",High,5203.919921875,94.4899978637695,80.20441010322085,0.65,0.04,Long,very low
Southern Rockies Front Range,Front Range Aspen,Aspen,All,1740.06994628906,63.0499992370605,32.294842580973985,0.9,0.04,Long,Very Low
Southern Rockies Front Range,Front Range High Elevation Conifer,"Engelmann spruce, subalpine fir, foxtail pine, bristlecone pine, limber pine, lodgepole pine",All,5626.52978515625,108.900001525879,55.16758167355829,0.7,0.04,Extremely Long,Very Low
Southern Rockies Front Range,Front Range Mixed Conifer,"Blue spruce, cottonwood, deciduous oak, Douglas fir, intermountain maple, juniper, pinyon, ponderosa pine, Rocky Mountain juniper",All,4088.85009765625,74.370002746582,36.78948697902616,0.6,0.04,Long,Very Low
Southern Rocky Mountains,Southern Rockies Mixed Conifer,"Cottonwood, deciduous oak, Douglas fir, ponderosa pine",All,2654.85009765625,80.9700012207031,35.15809875385727,0.65,0.04,Long,Low
Southern Rocky Mountains,Southern Rockies Pinyon / Juniper Woodland,"Juniper, pinyon, Rocky Mountain juniper",All,176.919998168945,88.2300033569336,19.576668227415624,0.85,0.04,Long,Very Low
Southern Rocky Mountains,Southern Rockies Spruce-fir,"Aspen, spruce, fir",All,6219.06005859375,122.720001220703,57.46484549483112,0.6,0.04,Extremely Long,Very Low
Southwest High Plains,Southwest High Plains Juniper Mixed Woodland,"Chestnut oak, black oak, scarlet oak, evergreen oak, juniper, post oak, blackjack oak, southern scrub oak, white oak, red oak, hickory",All,6.97,49.43,12.9512309392,0.65,0.04,Long,medium
Southwest High Plains,Southwest High Plains Mesquite Woodland,Mezquite,All,0,25.37,7.6575401439999995,0.8,0.04,Long,Very Low
Southwest High Plains,Southwest High Plains Riparian Hardwoods,"Sassafras, persimmon, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, red maple, sycamore, pecan, American elm, willow",All,427.74,32.95,13.2841674672,0.65,0.04,Long,Very Low
Southwest Plateau,Southwest Plateau Hardwoods,"Deciduous oak, sassafras, persimmon, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, red maple, sycamore, pecan, American elm, willow",All,28.17,19.61,7.6575401439999995,0.65,0.04,Long,Very Low
Southwest Plateau,Southwest Plateau Juniper Woodland,"Evergreen oak, juniper, pinyon, post oak, blackjack oak",All,15.67,68.77,17.978572512,0.7,0.04,Long,Very Low
Southwest Plateau,Southwest Plateau Mesquite,Mesquite,All,0,26.47,9.322222784,0.8,0.04,Long,Very Low
Southwest Plateau,Southwest Plateau Scrub Oak,Southern scrub oak,All,0,49.46,24.304366544,0.9,0.04,Long,Very Low
Southwestern Desert,Southwest Desert Pinyon/Juniper Woodland,"Mesquite, cercocarpus (mountain brush), deciduous oak, evergreen oak, juniper, pinyon, ponderosa pine, sugarberry, hackberry, elm, green ash, white fir, cottonwood",All,0,54.37,12.385238841600001,0.6,0.04,Long,Very Low
Southwestern Rocky Mountains,Southwestern Rockies Aspen,Aspen,All,5308.97,107.55,61.9927815136,0.9,0.04,Long,Very Low
Southwestern Rocky Mountains,Southwestern Rockies Mixed Forest,"Blue spruce, cottonwood, deciduous oak, Douglas fir, ponderosa pine",All,1711.94,51.01,23.705080793599997,0.6,0.04,Long,low
Southwestern Rocky Mountains,Southwestern Rockies Pinyon / Juniper Woodland,"Juniper, pinyon",All,104.04,87.58,3.5957145024000003,0.8,0.04,Long,Very Low
Southwestern Rocky Mountains,Southwestern Rockies Spruce-fir,"Engelmann spruce, subalpine fir, lodgepole pine, white fir",All,14886.25,173.32,94.8536168272,0.65,0.04,Long,Low
St Lawrence & Mohawk Valley,St Lawrence & Mohawk Valley Aspen-Birch,"Aspen, birch, gray birch, paper birch",All,1652.58996582031,68.0800018310547,41.01777923355829,0.8,0.04,Long,Very Low
St Lawrence & Mohawk Valley,St Lawrence & Mohawk Valley Northeast Conifer,"Balsam fir, black locust, bur oak, eastern hemlock, eastern red cedar, eastern white pine, northern red oak, white ash, northern white cedar, pine, red maple, oak, red pine, red spruce, balsam fir, scotch pine, white oak, red oak, hickory, white spruce",Low,2440.28002929688,80.7300033569336,48.00944759161026,0.65,0.04,Long,Medium
St Lawrence & Mohawk Valley,St Lawrence & Mohawk Valley Northeast Conifer,"Balsam fir, black locust, bur oak, eastern hemlock, eastern red cedar, eastern white pine, northern red oak, white ash, northern white cedar, pine, red maple, oak, red pine, red spruce, balsam fir, scotch pine, white oak, red oak, hickory, white spruce",High,5114.02001953125,127.129997253418,78.60631629288342,0.65,0.04,Long,Medium
St Lawrence & Mohawk Valley,St Lawrence & Mohawk Valley Northern Hardwood,"Balsam poplar, black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, cottonwood, willow, elm, ash, black locust, hard maple, basswood, maple, beech, birch, river birch, sycamore, silver maple, sugar maple, beech, yellow birch, sugarberry, hackberry, green ash, pecan, willow",High,4173.3798828125,111.419998168945,84.79893139550632,0.65,0.04,Long,Medium
St Lawrence & Mohawk Valley,St Lawrence & Mohawk Valley Northern Hardwood,"Balsam poplar, black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, cottonwood, willow, elm, ash, black locust, hard maple, basswood, maple, beech, birch, river birch, sycamore, silver maple, sugar maple, beech, yellow birch, sugarberry, hackberry, green ash, pecan, willow",Low,1986.4599609375,75.6399993896484,52.00468529258443,0.65,0.04,Long,Medium
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Cypress & Swamp Hardwood,"Sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak",All,3031.14990234375,77.8300018310547,61.992784307714544,0.7,0.04,Long,Very Low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Oak-Hickory,"Hickory, white oak, red oak",All,2160.919921875,63.6800003051758,45.27936907805197,0.75,0.04,Long,Medium
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Oak-Pine,"Bur oak, eastern red cedar, loblolly pine, post oak, blackjack oak, shortleaf pine, southern scrub oak",High,4107.14013671875,83.4899978637695,58.263892399999996,0.65,0.04,Short,low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Oak-Pine,"Bur oak, eastern red cedar, loblolly pine, post oak, blackjack oak, shortleaf pine, southern scrub oak",Low,716.57000732421898,60.5200004577637,36.15690579775299,0.65,0.04,Short,low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Riverine Hardwood,"Oak, gum, cypress, sugarberry, hackberry, elm, green ash, sycamore, pecan, American elm",Low,1284.52001953125,74.1800003051758,46.71099398936359,0.65,0.04,Long,Very Low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Riverine Hardwood,"Oak, gum, cypress, sugarberry, hackberry, elm, green ash, sycamore, pecan, American elm",High,1512.56005859375,68.7799987792969,46.07841598322085,0.65,0.04,Long,Very Low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Upland Hardwood,"sassafras, persimmon, sweetgum, yellow poplar",Low,623.989990234375,53.310001373291,34.359048673558284,0.75,0.04,Long,Very Low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak Prairie Upland Hardwood,"sassafras, persimmon, sweetgum, yellow poplar",High,2049.47998046875,56.5200004577637,39.68603439161026,0.75,0.04,Long,Very Low
Subtropical Prairie Parkland Gulf & Oak Prairie,Subtropical Prairie Parkland Gulf & Oak PrairieMesquite-Juniper Woodlands,"Juniper, mesquite",All,0,33.6100006103516,11.95242106943828,0.7,0.04,Long,Very Low
Utah Mountains,Utah Mountains Aspen,Aspen,All,3070.61010742188,85.6399993896484,40.58496136614273,0.9,0.04,Long,Very Low
Utah Mountains,Utah Mountains Mixed Conifer,"Blue spruce, Douglas fir, ponderosa pine",All,3626.92993164063,67.8600006103516,33.626590598051976,0.8,0.04,Long,Medium
Utah Mountains,Utah Mountains Oak Woodlands,"Cottonwood, deciduous oak, intermountain maple",All,140.77999877929699,59.6399993896484,20.409009547415625,0.75,0.04,Long,Very Low
Utah Mountains,Utah Mountains Pinyon / Juniper Woodland,"Cercocarpus (mountain brush), juniper, pinyon, Rocky Mountain juniper",All,217.02000427246099,104.330001831055,24.504128905318208,0.75,0.04,Long,Very Low
Utah Mountains,Utah Mountains Spruce-fir,"Engelmann spruce, subalpine fir, limber pine, white fir",All,6270.009765625,107.779998779297,52.703852128389734,0.65,0.04,Long,Low
Wasatch Range,Wasatch Aspen,Aspen,All,1265,67.5599975585938,28.29960488,0.9,0.04,Long,Very Low
Wasatch Range,Wasatch Douglas-fir,"Blue spruce, Douglas fir",All,8014.35986328125,58.689998626709,50.9059950041947,0.75,0.04,Long,Low
Wasatch Range,Wasatch Oak Woodland,"Cottonwood, deciduous oak, intermountain maple, sugarberry, hackberry, elm, green ash",All,111.870002746582,59.6800003051758,20.741945757902613,0.65,0.04,Long,Very Low
Wasatch Range,Wasatch Pinyon / Juniper Woodland,"Cercocarpus (mountain brush), juniper, pinyon, Rocky Mountain juniper",All,142.46000671386699,100.720001220703,21.940517703220824,0.7,0.04,Long,Very Low
Wasatch Range,Wasatch Spruce / Fir,"Engelmann spruce, subalpine fir, limber pine, lodgepole pine, white fir, whitebark pine",All,10422.1103515625,114.650001525879,65.58849855610427,0.65,0.04,Long,Low
Western Allegheny Plateau,Western Allegheny Plateau Mixed Hardwood,"Black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, cottonwood, willow, elm, ash, black locust, hard maple, basswood, maple, beech, birch, red maple, river birch, sycamore, sassafras, persimmon, silver maple, American elm, sugar maple, beech, yellow birch, sugarberry, hackberry, green ash, sweetbay, swamp tupelo, pecan, American elm",High,5465.39990234375,110.290000915527,93.82151460644171,0.65,0.04,Long,Medium
Western Allegheny Plateau,Western Allegheny Plateau Mixed Hardwood,"Black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, cottonwood, willow, elm, ash, black locust, hard maple, basswood, maple, beech, birch, red maple, river birch, sycamore, sassafras, persimmon, silver maple, American elm, sugar maple, beech, yellow birch, sugarberry, hackberry, green ash, sweetbay, swamp tupelo, pecan, American elm",Low,3325.86010742188,77.9700012207031,60.36138973228546,0.65,0.04,Long,Medium
Western Allegheny Plateau,Western Allegheny Plateau Mixed Pine-Hardwood,"Aspen, blue spruce, eastern hemlock, eastern red cedar, eastern white pine, northern red oak, white ash, gray birch, Norway spruce, pin cherry, red pine, scotch pine, white spruce",All,4356.91015625,83.5999984741211,58.13071474067519,0.6,0.04,Long,Low
Western Allegheny Plateau,Western Allegheny Plateau Oak-Hickory,"Black locust, black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, white oak, red oak, hickory, yellow poplar, northern red oak",Low,3957.56005859375,98.7300033569336,82.13544171161026,0.65,0.04,Long,Medium
Western Allegheny Plateau,Western Allegheny Plateau Oak-Hickory,"Black locust, black walnut, chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, red maple, oak, white oak, red oak, hickory, yellow poplar, northern red oak",High,6299.509765625,114.620002746582,109.23647940898738,0.65,0.04,Long,Medium
Western Basin and Range,Western Basin and Range Pinyon/ Juniper Mixed Woodland,"Aspen, California mixed conifer, cerocarpus (mountain brush), foxtail pine, bristlecone pine, Jeffrey pine, juniper, limber pine, lodgepole pine, pinyon, western juniper, white fir, whitebark pine",All,12.8900003433228,6.44999980926514,0,0.7,0.04,Long,very low
Western Great Plains,Western Great Plains Hardwoods,Cottonwood,All,2466.6298828125,68.4400024414063,38.487464033857265,0.65,0.04,Long,Very Low
Western Great Plains,Western Great Plains Ponderosa Pine,"Aspen, Douglas fir, limber pine, ponderosa pine, Rocky Mountain juniper",All,2636.39990234375,57.060001373291,25.802580919999997,0.65,0.04,Long,Low
White Mountains,White Mountains Mixed Hardwoods,"Balsam poplar, black ash, American elm, red maple, chestnut oak, black oak, scarlet oak, cottonwood, northern red oak, river birch, sycamore, sweetbay, swamp tupelo, white oak, red oak, hickory, willow",All,2636.52001953125,80.7399978637695,50.47317713677914,0.6,0.04,Long,Low
White Mountains,White Mountains Northeast Spruce-Fir,"Aspen, birch, balsam fir, black spruce, eastern hemlock, gray birch, northern white cedar, paper birch, red spruce, balsam fir, tamarack, white spruce",Low,1728.60998535156,88.9000015258789,40.01897218966257,0.6,0.04,Long,Low
